voltage_V,current_mA,resistance_Ohm,temperature_C,vibration_Hz,circuit_state,voltage_plus_noise
5.2483570765056164,101.59125015524042,1032.4015432018246,24.42959320883456,49.669747362804394,0,5.234787181895872
4.930867849414407,97.89476363471056,985.5495001040998,26.84534583131105,44.96349739624404,0,4.924757860153334
5.323844269050346,102.51478577600712,1065.1291912509582,25.289699082128777,48.27625042546338,0,5.311896647829443
5.761514928204012,113.69049091588504,1161.7555925576705,27.26002090629431,57.147317275176995,1,5.763723289142935
4.882923312638332,88.19039291799771,949.2474952620498,28.929248446444056,62.77856655030514,0,4.90686688326757
4.88293152152541,98.72509896737289,988.4376497820285,34.18577243165692,55.70487330863573,0,4.867510678382586
5.789606407753696,115.79815553188503,1103.8334489186836,28.39420480647149,51.0172320847177,1,5.809622817709064
5.383717364576454,103.58890413618813,1064.1457818680146,22.071871466152036,64.98011770304427,0,5.368083923129516
4.765262807032524,98.60148448281251,943.287084557474,35.7003392324758,46.87163526948478,0,4.748310262782587
5.2712800217929825,110.11345112399245,1066.9225408800214,25.814549331924802,60.30919338366907,0,5.287651914159847
4.768291153593768,87.3280237500305,954.1108477722911,29.706397864476855,47.11937201648721,0,4.786729881153921
4.767135123214872,91.52907857146636,925.3157635658487,32.23268253470356,54.31022958010893,0,4.784163321950125
5.120981135783017,98.57391096672386,1004.4963646402632,30.998052092013914,48.86437435209549,0,5.094665187618655
4.043359877671101,76.16768204787769,812.6455757251682,35.47089773760738,49.44147817347189,1,4.03404085810966
4.137541083743484,86.89819588452842,825.9268699114057,32.3950157169638,46.2261348253779,1,4.154000855583551
4.718856235379514,93.40799401372625,932.1887648831879,25.69345210151446,63.448540311806944,0,4.7196870721907915
4.493584439832788,88.5491145901027,889.1002121763181,40.89281086995831,42.67073961891465,1,4.472110582908839
5.157123666297637,93.12316150391896,1045.348093202713,30.971667316691168,42.59767747451291,0,5.166290025080146
4.545987962239394,94.09684939583401,898.8437409904946,29.26329886689247,71.20993565845109,0,4.531691817059564
4.293848149332354,79.68067101237972,857.0078049858894,34.819627115277854,59.77847564654331,1,4.329738646300198
5.732824384460777,114.95615084054718,1189.9636086537662,31.24725472965036,26.148863013069636,1,5.763721213709142
4.8871118497567325,99.12912168492561,948.948717213668,31.996140964696636,44.34741260789596,0,4.899193798283844
5.033764102343962,107.4785750260725,969.7159658372993,42.460919993003436,31.880106624379458,1,5.060984236439357
4.287625906893272,79.20841614226988,873.1969746746265,28.624392858724768,40.49309306584745,1,4.288921733895739
4.727808637737409,79.45861197564406,931.9888663215997,28.41119552991302,18.614853337659603,0,4.74311738762491
5.055461294854933,102.02847362086713,1004.7275084161341,30.58289256006232,48.63010422306058,0,5.085015700760974
4.424503211288848,97.49262013333123,869.2775146951474,35.35757967790519,38.58058180838688,1,4.4294131849247345
5.187849009172836,109.9517119481539,1032.373799019217,22.467329849048006,50.599052567964385,0,5.18274526574255
4.699680655040598,95.04191017718509,971.9068932500464,20.172220542617474,33.74878741117475,0,4.665588215877055
