timestamp,sensor_id,temperature,voltage
2025-01-01 00:00:00,T1003,26.708779878885796,3.950870644699399
2025-01-01 00:01:00,T1004,34.38085419607943,4.080755598363426
2025-01-01 00:02:00,T1001,29.75211919093025,3.316002074532883
2025-01-01 00:03:00,T1003,22.115481721687985,2.923291064826908
2025-01-01 00:04:00,T1003,20.50792664325821,3.529986071469558
2025-01-01 00:05:00,T1004,27.459595857532527,2.9611423151239467
2025-01-01 00:06:00,T1001,18.398833964896788,
2025-01-01 00:07:00,T1001,34.157293829271765,3.3682676655413686
2025-01-01 00:08:00,T1003,30.897200603606436,3.1173392243439455
2025-01-01 00:09:00,T1002,22.654121739476476,3.392340152932454
2025-01-01 00:10:00,T1003,16.434327354545612,2.6264368552351516
2025-01-01 00:11:00,T1003,31.769361870827062,2.814192980744674
2025-01-01 00:12:00,T1003,24.42730077373691,3.9002069539722126
2025-01-01 00:13:00,T1003,31.189081559867308,2.971552860514302
2025-01-01 00:14:00,T1004,17.027861706028165,2.77654450865903
2025-01-01 00:15:00,T1001,22.003124885231134,3.568326376263643
2025-01-01 00:16:00,T1004,25.026218498590914,3.892852077331498
2025-01-01 00:17:00,T1004,25.23490296882371,3.6594766553325333
2025-01-01 00:18:00,T1004,22.74967264260378,3.798023842902908
2025-01-01 00:19:00,T1003,-50.0,2.9216024557152696
2025-01-01 00:20:00,T1002,19.661897853087027,2.589094666629078
2025-01-01 00:21:00,T1001,150.0,4.050666825977743
2025-01-01 00:22:00,T1002,25.601478158559495,3.1386600805789318
2025-01-01 00:23:00,T1004,27.572194170293745,3.1745834917724762
2025-01-01 00:24:00,T1004,28.55807439044445,
2025-01-01 00:25:00,T1002,19.376789540810655,3.57811500470033
2025-01-01 00:26:00,T1002,17.32942914632189,3.5279438860408034
2025-01-01 00:27:00,T1002,31.388384109492545,4.382501172450542
2025-01-01 00:28:00,T1004,26.661570059897958,2.9782408848099284
2025-01-01 00:29:00,T1004,21.25756731721723,3.7639200640406183
2025-01-01 00:30:00,T1001,32.75575987761262,3.328506562448542
2025-01-01 00:31:00,T1001,25.578373171464293,3.4342961394316283
2025-01-01 00:32:00,T1004,30.896485920319133,4.064234213206266
2025-01-01 00:33:00,T1002,25.337592407050543,3.5539178781448117
2025-01-01 00:34:00,T1002,35.303739624409936,3.5691480395248165
2025-01-01 00:35:00,T1001,33.77670421221602,3.836253668654901
2025-01-01 00:36:00,T1004,23.75517925760463,3.117523635228557
2025-01-01 00:37:00,T1001,29.85785475477178,2.8803951663304965
2025-01-01 00:38:00,T1001,28.226879747925736,2.777595402989483
2025-01-01 00:39:00,T1003,31.843157787661745,2.316821705311999
2025-01-01 00:40:00,T1003,20.17538269709948,4.328103564970161
2025-01-01 00:41:00,T1003,28.430257299992196,2.7483958171391585
2025-01-01 00:42:00,T1002,30.29212243424794,3.1893731882071137
2025-01-01 00:43:00,T1004,16.20630256788443,3.1615933500555395
2025-01-01 00:44:00,T1004,19.083707436671126,3.45370334890455
2025-01-01 00:45:00,T1004,14.803839111199498,3.707868606269648
2025-01-01 00:46:00,T1004,23.652965827777212,3.7302367441798725
2025-01-01 00:47:00,T1003,28.58771127897981,3.0084612807155304
2025-01-01 00:48:00,T1002,32.51178526048014,3.2164391431067942
