feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,signal_status
-1.530931057180718,1.8916263025466797,1.047273784616765,0.9289320135322151,-2.2388795135013857,1.8988694620248618,1.3325514676651278,2.078256437620089,3.040864099266194,-0.8184336169818588,0
-3.266253975980195,1.7478704175646147,-0.8036909924926641,1.0831452126607344,1.210835787526211,1.8163987587997732,-1.7941918665494363,2.8464220763331065,1.6646357764012314,0.4988097539036569,1
-1.0589874789633589,0.7998486843541687,2.027070850959583,0.3604416762927729,-1.8602094497856905,1.74966057384991,-0.7559507066919204,1.8319334038688464,2.957246599097897,-1.3244044259267875,0
-1.8502885607785386,-2.5460778445974626,-1.1142642806640688,0.12645921906069005,-1.2839231112911293,7.471673686463128,-0.9154770290902925,-3.6847676350131695,-0.3124647570521092,-4.420959543789482,0
-0.7757539590933045,-1.2284951476761876,-0.47227295042728223,-0.6608342358101458,-2.428161465030665,5.121592939358519,1.4469441463869799,-1.611661545983505,0.40056061052817765,-2.8765279751271438,0
-3.0109466406391627,-1.562067417465481,-2.4600809091120697,1.4194556807978391,-0.9298371658806956,6.742826547206624,-0.9004484613780268,-2.971454587799531,0.30245891166439365,-2.413905952308395,0
1.1509176040591504,1.2553526974861524,3.3814811566537353,-1.980836470922634,-3.2511045579926074,-6.293925773989651,-1.1574157902154336,-3.215690788511899,5.573025599279975,3.015748760351779,1
-0.8820125226544961,0.6056300308048741,-1.9113348253547402,0.3537706308913895,-0.2619607769523957,0.3771141088734171,-2.367477653373278,2.801213066942992,-0.050096768518125855,2.210402373699685,1
0.00833805803129728,0.8347416450118912,-0.14241575365670678,0.2875639051673281,0.7981572818829278,-0.3087018471436131,-0.3672039342117483,1.5183145264640816,-0.6852270152903132,0.014198541930261488,1
-1.1437002421241576,-2.769387328042813,-0.12929390313128386,-0.33346069318177196,-3.4551144019631996,5.875963806737573,1.0835831031099956,0.03746001386857789,1.7234806035899115,-1.7289809935903575,0
-3.3882679113758702,1.4196744821311396,2.4258596219061266,-2.0276772716708487,-2.9084583163694817,5.63767429453086,0.6932176016587042,-0.29877774038639204,5.0615436840834205,-4.229043738510201,0
-1.5830876960965516,1.4510258580656321,-4.724239147513236,-0.9367952349593828,3.317469868979755,-2.3485082781966344,1.2058184207160432,0.22127640576039465,-2.321954306469299,4.40152536799532,1
-0.13985762230358945,0.14609854213625817,-2.3917321270001524,-0.205766993677172,3.8290656165004457,-2.294553024702472,-0.38438737659292116,-0.06430060620242073,-3.0256476696720798,2.094778813183963,1
