timestamp,line_id,weather,temperature_C,noise_level_db,voltage_kV,current_A,load_kW,humidity_percent
2025-06-01 00:00:00,TL-03,Sunny,39.92161199238292,37.46344284479761,226.6631250090921,156.68352834489795,35.51437817210523,48.18550930752483
2025-06-01 00:10:00,TL-04,Cloudy,33.93005577887246,28.644381994787157,224.62591292853952,146.89481902350502,32.99638282762741,
2025-06-01 00:20:00,TL-01,Cloudy,34.752681451737836,29.89316352825782,202.74193271209404,111.84384884245219,22.67543807627806,59.9558151400203
2025-06-01 00:30:00,TL-03,Cloudy,38.37409746083302,26.263941604260882,213.22435347664344,132.79229978440998,28.314552268207436,67.03172609918037
2025-06-01 00:40:00,TL-03,Stormy,29.386389892188507,17.878798698635293,231.94109403047372,141.72788933156713,32.87252170619358,33.61970942563983
2025-06-01 00:50:00,TL-04,Sunny,36.912048730920255,34.42022698180525,210.1883446886032,187.7537531468038,0.0,32.13624534645314
2025-06-01 01:00:00,TL-01,Stormy,35.83226104106528,33.684219485462165,215.35595737690613,161.13106249067516,34.70053422583744,43.779651944456184
2025-06-01 01:10:00,TL-01,Stormy,37.462256320040744,28.593362214408934,224.62060893251896,123.29036861800218,27.693557674490375,55.82737583173864
2025-06-01 01:20:00,TL-03,Sunny,36.44584321953909,30.33495358612436,227.83390509282594,159.72072578835275,36.38979668062083,54.968735905075974
2025-06-01 01:30:00,TL-02,Sunny,47.276500699554475,32.5796960885205,217.48461113955506,119.05392022123269,25.8923955439544,60.6977145498385
2025-06-01 01:40:00,TL-03,Sunny,31.81130007874342,22.187270715567287,214.02489805308358,171.65382107774147,36.73819155658587,38.003024716346914
2025-06-01 01:50:00,TL-03,Sunny,32.34501522499091,27.354736613268525,234.22369861698508,140.57750696364243,32.92658362337931,26.838561370311233
2025-06-01 02:00:00,TL-03,Sunny,31.88429736787618,33.971323398109135,237.3889966379758,148.12727622521658,35.16378547782045,58.58014195302145
2025-06-01 02:10:00,TL-03,Cloudy,32.22261440419873,55.0,229.78858050781795,176.5159329508438,40.56134566978756,41.71803727034765
2025-06-01 02:20:00,TL-04,Sunny,31.81306436346741,31.467789660833148,220.85318142565023,124.256728628315,27.44249383110704,29.81512135611362
2025-06-01 02:30:00,TL-01,Sunny,40.94508265553776,23.217090976882975,211.91734278359073,122.05763629774017,25.866129950663048,51.450637459593814
2025-06-01 02:40:00,TL-04,Rainy,42.102521239949276,32.33214991216763,211.69555593443434,138.3280134730799,29.28342571348957,57.931756882186775
2025-06-01 02:50:00,TL-04,Sunny,32.146268531252616,29.821792588512583,225.22514105265756,170.76757702038634,38.46115162163708,48.77942867878723
2025-06-01 03:00:00,TL-04,Rainy,30.838222134478855,21.924340920472453,224.18398220888685,119.61307849046315,26.815336260256174,45.42151613817511
2025-06-01 03:10:00,TL-03,Sunny,37.35707778193202,35.82369677228586,234.0159859294643,93.35688803778862,21.847004197469715,48.406377678540935
2025-06-01 03:20:00,TL-02,Sunny,32.23888477859514,26.327042116009753,226.50450092536138,140.97682283182002,31.931884897564483,46.29417237599217
