waveform_feat_1,waveform_feat_2,waveform_feat_3,waveform_feat_4,waveform_feat_5,waveform_feat_6,waveform_feat_7,waveform_feat_8,waveform_feat_9,waveform_feat_10,amplitude,bandwidth,noise_power,phase_variance,modulation_scheme
0.5558260275751273,-0.22652747238283805,-0.43042769880071585,2.0084730109816995,-1.4723540615107777,0.7339504783642384,-0.574601858183391,-0.33577861774042206,-0.3171028325739657,-0.8034342741712571,0.712201741324344,1.117311964596014,0.18867605540492366,0.3183682753408089,1
0.5712242102362395,1.3906435959499572,0.47001366124666144,0.10338199621209512,-0.9864404990992466,0.5168252658244509,2.1563496317292987,-0.3806946237950925,-0.37598357935186616,-0.5610891309809973,1.3370376939349873,1.4196821049319654,0.37463442844797606,0.3864438199478716,2
-0.4894142344944204,-2.7452995536723845,0.4050353858557128,-0.8455521763546138,-1.6102631187918002,0.7531899497325488,-1.0820177850419361,-0.3386690538837576,1.46644239118858,-1.4092157980245135,1.1967949058477345,1.4252788320852177,0.1787879869863529,0.4442022698180525,2
-1.532598234597762,0.26930618956233815,1.1494873640103684,-1.574341717731963,0.4076897368371771,0.5809995399616921,-2.0591604836923203,0.7985013379072202,0.8766058798421794,-0.31178557325602474,0.8736843897092433,1.1718672442881786,0.2033495358612436,0.32579696088520493,1
1.2523463622980082,1.1364555743248452,0.10311792571720485,-0.45144539032493364,-0.9728278925829571,-0.03756350936619123,0.569758919704179,-0.32417686104064125,-2.19750100526203,1.2687138945765704,0.34374541431134575,0.9470947322653706,0.13971323398109137,0.13728552884153755,0
0.19022322184489376,-0.37962449667683384,0.8571583884232884,1.5246385964827562,-2.8019115694878916,0.43426364992207156,-1.4266492108103472,0.49911050679894126,0.12792720237457925,0.6357265264405499,0.5293557932166629,0.8643418195376595,0.12332149912167632,0.19821792588512582,0
-0.4992476144946552,-1.873240111819152,-0.4503681912566681,0.40684763513978306,1.0153923286752233,-1.1718313004725252,1.0270604268730175,-0.6478722896465213,0.3624498815945265,-0.5098939528656328,0.33848681840944905,1.1164739354457172,0.06327042116009754,0.15948737814928096,0
0.18217062771210168,0.8918776345702746,-1.2270140772885358,-0.6799058967468314,0.18496258734208662,2.4015836610303523,-0.863189712166828,2.040133885996919,2.004423303675171,-0.09731115070159116,1.2300853795846414,1.6148637349428716,0.24920890905108015,0.4030839924923986,2
-0.2981525261999003,-0.6920651986646917,-0.0682025303326691,-1.406719432559558,-0.0762390173205976,1.4968802738508562,-0.6110850624767177,-0.24072430398905076,-1.7011404742672418,0.3740620881310435,0.8428816500330574,1.2693105607263144,0.20882207776386127,0.28164860804583386,1
0.2644816849513739,0.0637023597657709,-0.21682705022214338,-0.2927579187724547,0.5019002337006719,-0.02881660158862331,0.3149718715553322,0.21498281745454795,1.1234272870957618,0.6769940973750542,1.075861466902692,1.5086143883046375,0.24639304940071965,0.2539324758252697,2
0.19286184315019064,1.5184220306521798,0.4202685290565615,1.3049626887904189,0.6069426083866378,-1.841919078931543,1.3048347633193296,0.1351762413426691,-0.05195477090077795,0.28134834748957704,0.5436559804157668,1.0903934841086196,-0.01814662177709192,0.14951346476450314,0
-0.3449831619570674,0.2270288603889453,-0.5918760663430924,1.27427225873437,-0.1135881136210503,-0.3825838427224335,-0.9249258157192739,0.2687757891486415,0.1871071001250919,0.3884246136775064,1.2928731391507795,1.7057495469711699,0.3010396853837704,0.3635998529385433,2
-1.0272518875051289,-1.601181198811573,0.6255913025065598,1.4846418618765076,-1.0263536223898961,1.5894412835616984,0.2839110587363809,-0.007062904550829715,-0.397548696545778,-1.3845180194249966,1.172565533834274,1.6374876419148185,0.26770179104377323,0.36004039966748735,2
0.9877285159245996,-0.7756063614376031,-0.7798066757376003,0.9919263098869546,-1.8829834466717266,-1.5235978106681667,-0.01813424350808177,0.2932844290048521,0.48473464796892385,-0.3017984933962528,0.45172564778179675,0.9046671391741288,0.10613351579973979,0.28123392292347804,0
2.5303696686416894,-0.22789255876583409,-0.23078615210272213,-0.7969866688138775,0.12390681652107108,0.6149612320467747,1.20357805453346,-1.489284264440218,-0.2459953383557008,0.44670361080914417,0.5323079273116029,0.9747646497873712,0.0854094365542228,0.12184045956516715,0
0.5870575345945356,0.006548657804539276,0.5424239695321018,-0.8089638929258004,1.5579054323183568,0.9926281029794295,-1.3449277870651724,-1.0751030481167556,-1.0469217501069061,0.6779699708965284,0.588310977714716,0.9922162802987198,0.09097600432046872,0.35965537839224304,0
