voltage_drop_V,current_fluctuation_mA,temp_spike_C,signal_to_noise_dB,signal_amplitude_V,phase_shift_deg,leakage_current_mA,residual_noise_dB,signal_status
0.5496714153011233,23.698695603703523,31.609922543818374,28.628468964073853,0.8643010539025556,6.021471099214547,0.02468165073509006,3.614325915001581,0
0.4861735698828815,22.35149677691384,31.37268713292917,20.60922232066227,0.9389001073892694,2.9641011077296993,0.0007611362787415168,2.9328385126784875,0
0.5647688538100692,21.5968290028528,,23.767087367105464,0.8805237877909714,3.48307215413827,0.11427315822425875,1.8093789514788767,0
0.6523029856408026,24.255409222108852,32.3592784663885,20.49913157549884,1.0220836093892238,3.041168523569691,0.03743764556838173,1.4352094727643534,1
0.4765846625276664,15.807934921433262,40.86263265457396,16.663333093917597,1.2394357062923826,4.722997956120093,0.09479012958559069,0.6316577282443834,0
0.4765863043050819,16.58722058226641,24.80614304738564,8.790420327455434,0.8457915685717591,7.340384668141123,0.003088701347278549,3.0533628299179227,1
0.6579212815507391,35.16413453795574,43.38786120840474,21.027278435181515,1.2001640995536829,4.989918259552943,0.012903452287769353,2.329612774127392,1
0.5767434729152909,26.803777658821996,38.902198568674706,16.121966976988045,0.8436655855306224,4.113562615144609,0.015013379964191196,2.473788066932653,0
0.4530525614065048,14.068879357636126,29.126133424231696,15.998322969173481,0.8304745575006232,1.9487701399095116,0.024444359912794842,3.925839102452283,0
0.5542560043585965,18.20286630411315,33.86776290129722,,1.1637189236686427,6.104249169459686,0.08119367337457095,1.3236188650773995,0
0.4536582307187538,19.591927413905626,47.78657446112827,28.72430703311747,1.1843872756015235,3.439190788142745,0.024433467649576986,1.8021497377223272,0
0.4534270246429743,19.77887537785287,40.86838250804693,32.02418771126986,1.170281987352531,5.235035238316193,0.011448872375027189,1.387303024784495,0
0.5241962271566034,22.61450059221623,35.07026923918518,21.086039687642003,0.7368405183563718,4.2915627681667186,0.003359916649886186,3.3795908221107003,0
0.3086719755342202,11.582011640707716,33.098533464312126,17.67616388044136,0.9068098043855899,6.676354439198875,0.004141465701961492,0.2791666670683125,0
