Date,Temperature_C
2015-01-01,20.993428306022466
2015-01-02,19.905604959215978
2015-01-03,21.659593192428844
2015-01-04,23.59225638504859
2015-01-05,20.259717518576526
2015-01-06,20.441374073476105
2015-01-07,24.24944260548913
2015-01-08,22.806949907299344
2015-01-09,20.513838949262745
2015-01-10,22.71820829381474
2015-01-11,20.88609605618985
2015-01-12,21.06080759129193
2015-01-13,22.65496954181826
2015-01-14,18.522654640726056
2015-01-15,19.076891995033435
2015-01-16,21.578957892679924
2015-01-17,20.85391933467221
2015-01-18,23.68331899399664
2015-01-19,21.413164095520468
2015-01-20,20.578089214253062
2015-01-21,26.50652653378424
2015-01-22,23.295208620790646
2015-01-23,24.052301838282578
2015-01-24,21.23713769000916
2015-01-25,23.166114443009363
2015-01-26,24.6437812055429
2015-01-27,22.285768770659708
2015-01-28,25.503689454095447
2015-01-29,23.7142253291909
2015-01-30,24.49395090157133
2015-01-31,24.03434227714098
2015-02-01,29.10126580753892
2015-02-02,25.527161624179634
2015-02-03,23.594629857471194
2015-02-04,27.509442955882573
2015-02-05,23.575330262969132
2015-02-06,26.58572992454752
2015-02-07,22.397926621848086
2015-02-08,23.8083966033544
2015-02-09,27.004189956146924
2015-02-10,28.231256168892592
2015-02-11,27.239032172729754
2015-02-12,26.8050496176463
2015-02-13,26.572228797150878
2015-02-14,24.353483691501815
2015-02-15,26.004894853727055
2015-02-16,26.65528868089817
2015-02-17,29.820684835396953
2015-02-18,28.521406808776778
2015-02-19,24.433640566240083
2015-02-20,28.731226023575214
2015-02-21,27.433983708006746
2015-02-22,26.969114510095835
2015-02-23,29.66280914524951
2015-02-24,30.615609926738664
2015-02-25,30.527950828306007
2015-02-26,27.096330486578864
2015-02-27,28.26328151195565
2015-02-28,29.64871091915191
2015-03-01,31.039261169519996
2015-03-02,28.22929110706745
2015-03-03,28.913245593968334
2015-03-04,27.166247103430372
2015-03-05,27.078261851272295
2015-03-06,31.184865109383882
2015-03-07,32.35878875366408
2015-03-08,29.586117884865693
2015-03-09,31.818345677637385
2015-03-10,30.612984927261614
2015-03-11,28.67517732658172
2015-03-12,30.761163499246077
2015-03-13,33.184633712350895
2015-03-14,30.104311796051523
2015-03-15,33.369852474579545
2015-03-16,25.062858057739565
2015-03-17,32.00510284747345
2015-03-18,30.591493513024894
2015-03-19,29.872624517583336
2015-03-20,30.704526104795207
2015-03-21,26.593345585854784
2015-03-22,30.17372092704107
2015-03-23,31.368963310544416
2015-03-24,33.6492825134229
2015-03-25,29.692784514326235
2015-03-26,29.145234888392945
2015-03-27,29.78866498177045
2015-03-28,32.64999419687594
2015-03-29,31.500751950400925
2015-03-30,29.804833804021566
2015-03-31,31.909034978623545
2015-04-01,31.091840118494986
2015-04-02,32.84719737842768
2015-04-03,29.515060398792677
2015-04-04,30.270138513678035
2015-04-05,30.144580849586024
2015-04-06,28.002141712389683
2015-04-07,31.518829571670853
2015-04-08,31.443163655366757
2015-04-09,30.922795405959064
2015-04-10,30.431966373184252
2015-04-11,28.05603441822258
2015-04-12,30.028190854107585
2015-04-13,30.163836486746284
2015-04-14,29.22158237801166
2015-04-15,30.477534082991664
2015-04-16,31.57928367991969
2015-04-17,34.511749632661704
2015-04-18,31.053861111305167
2015-04-19,31.18227895131849
2015-04-20,30.47791813477212
2015-04-21,26.746073369523632
2015-04-22,30.484583683005773
2015-04-23,30.60927388283637
2015-04-24,35.36372353535037
2015-04-25,29.99818529236869
2015-04-26,30.92893094526116
2015-04-27,30.19662276153168
2015-04-28,27.866201948007784
2015-04-29,32.42403853637913
2015-04-30,31.57443929166848
2015-05-01,31.582185933821453
2015-05-02,28.10828827750374
2015-05-03,32.657009902371314
2015-05-04,26.96951957191371
2015-05-05,30.866204761131176
2015-05-06,33.990166045806326
2015-05-07,27.54246933697772
2015-05-08,28.30278505525362
2015-05-09,29.54410219338473
2015-05-10,28.24487732959376
2015-05-11,26.055171688654884
2015-05-12,29.195966363282462
2015-05-13,26.83427870045322
2015-05-14,29.803853136590444
2015-05-15,26.91337164001835
2015-05-16,31.745444350899955
2015-05-17,26.970262552087146
2015-05-18,27.78171306866043
2015-05-19,29.939846703609117
2015-05-20,25.736005461902252
2015-05-21,28.53555851134359
2015-05-22,30.575849080655708
2015-05-23,24.625580663243184
2015-05-24,28.086895863022953
2015-05-25,28.11261158813012
2015-05-26,29.029886375803844
2015-05-27,24.86395110116857
2015-05-28,24.56680945287469
2015-05-29,28.11977575533556
2015-05-30,27.53637373187288
2015-05-31,27.308286182311086
2015-06-01,27.36352032915248
2015-06-02,25.172368691300775
2015-06-03,26.857234465408908
2015-06-04,26.837740023336
2015-06-05,24.680364099031852
2015-06-06,29.696736865794463
2015-06-07,26.76766924151912
2015-06-08,23.290952593750916
2015-06-09,26.839009983832327
2015-06-10,23.42771631158501
2015-06-11,26.801306514782578
2015-06-12,27.393314284722145
2015-06-13,23.28272018554188
2015-06-14,26.697822667846914
2015-06-15,25.442690046607904
2015-06-16,26.106427071981138
2015-06-17,28.100240892587966
2015-06-18,23.659445572803616
2015-06-19,22.485584373591145
2015-06-20,22.056180295146916
2015-06-21,22.04510832800489
2015-06-22,23.363462438427415
2015-06-23,24.04037407901846
2015-06-24,23.75137356785879
2015-06-25,24.69184827259786
2015-06-26,22.902593854972768
2015-06-27,25.622435652486622
2015-06-28,22.02455112585872
2015-06-29,27.83247110683717
2015-06-30,23.48155702557532
2015-07-01,20.353869289438762
2015-07-02,19.76428497276466
2015-07-03,22.70887486159949
2015-07-04,21.134890027076974
2015-07-05,22.847778658138882
2015-07-06,22.20434247548916
2015-07-07,20.950477382351625
2015-07-08,19.241045065691196
2015-07-09,17.74371547941133
2015-07-10,19.719488321340148
2015-07-11,22.164805619448202
2015-07-12,20.720117358875246
2015-07-13,17.6408565853204
2015-07-14,20.319632953766604
2015-07-15,20.585425605059715
2015-07-16,17.889228425291616
2015-07-17,19.807228407081702
2015-07-18,19.459762509611927
2015-07-19,16.901752652346595
2015-07-20,19.748446527961665
2015-07-21,20.000498643378204
2015-07-22,20.89201766410525
2015-07-23,20.681480977362476
2015-07-24,15.667523956788141
2015-07-25,16.39727026813011
2015-07-26,19.154167767852655
2015-07-27,19.004012313668206
2015-07-28,18.860091972916553
2015-07-29,25.39027513780449
2015-07-30,18.682714086301743
2015-07-31,19.669536203622556
2015-08-01,19.165276455899505
2015-08-02,18.420364368153837
2015-08-03,16.34883760056078
2015-08-04,18.3606379593672
2015-08-05,15.16194518551835
2015-08-06,16.100470162418222
2015-08-07,15.471550225298548
2015-08-08,16.47589575584791
2015-08-09,20.81307650109779
2015-08-10,12.322623615183225
2015-08-11,17.30489223479068
2015-08-12,12.584021125255061
2015-08-13,14.744572696330284
2015-08-14,17.747262551799402
2015-08-15,15.580825943420766
2015-08-16,13.181698175271617
2015-08-17,13.79355648040829
2015-08-18,16.472426361109736
2015-08-19,13.543691195700852
2015-08-20,15.33069707067799
2015-08-21,14.884475404487544
2015-08-22,13.387913176882934
2015-08-23,18.879047764980246
2015-08-24,15.76133949384888
2015-08-25,10.34788618885863
2015-08-26,14.67810916632941
2015-08-27,12.891046556004067
2015-08-28,15.831324682353355
2015-08-29,12.455703728948233
2015-08-30,13.728036543535568
2015-08-31,14.886752860462648
2015-09-01,15.530089107841128
2015-09-02,11.322343998795231
2015-09-03,12.980875488582747
2015-09-04,12.629536151383158
2015-09-05,12.204948627503487
2015-09-06,16.977350457315353
2015-09-07,14.19391712097975
2015-09-08,10.802395830735975
2015-09-09,15.10281667217862
2015-09-10,17.457073083645472
2015-09-11,15.226117058147981
2015-09-12,10.073648634187766
2015-09-13,12.09791605414578
2015-09-14,15.557012332068789
2015-09-15,11.567482898889475
2015-09-16,13.832933370650968
2015-09-17,14.459890276618033
2015-09-18,11.024957090553224
2015-09-19,12.730843781552716
2015-09-20,6.341328403406956
2015-09-21,10.751959197531598
2015-09-22,12.275382197575377
2015-09-23,10.267657733746896
2015-09-24,16.013681967928726
2015-09-25,9.877148751404594
2015-09-26,11.848857915599059
2015-09-27,12.984892137030483
2015-09-28,15.60337496947831
2015-09-29,9.849478541790788
2015-09-30,15.050864697436346
2015-10-01,12.751299535491796
2015-10-02,10.777075300542197
2015-10-03,13.676521928727633
2015-10-04,13.165619278750107
2015-10-05,11.585212034126767
2015-10-06,12.946354438898483
2015-10-07,12.060182844804688
2015-10-08,13.084855621562976
2015-10-09,14.212039254862768
2015-10-10,16.09270868141717
2015-10-11,10.480874578406436
2015-10-12,17.26132858179161
2015-10-13,9.132759698238903
2015-10-14,12.777946394872265
2015-10-15,14.305629861244949
2015-10-16,13.741344516954994
2015-10-17,11.987201583810263
2015-10-18,12.872457660562441
2015-10-19,12.361649864763276
2015-10-20,12.230705323160041
2015-10-21,15.173240319770622
2015-10-22,14.255470392511143
2015-10-23,12.225808521249439
2015-10-24,15.483782915074537
2015-10-25,14.37488616458687
2015-10-26,15.464444355824584
2015-10-27,15.179119555820865
2015-10-28,12.345701281633422
2015-10-29,12.969824455010576
2015-10-30,15.673912110812886
2015-10-31,15.491823479424498
2015-11-01,14.323633264775731
2015-11-02,14.697015183859532
2015-11-03,17.11715887630157
2015-11-04,13.480673165983557
2015-11-05,15.862488498681996
2015-11-06,14.470849162108067
2015-11-07,14.54924700347195
2015-11-08,17.29394282222761
2015-11-09,16.861376130408285
2015-11-10,16.954060761293515
2015-11-11,18.056809345469276
2015-11-12,15.608949598479892
2015-11-13,17.054185065624377
2015-11-14,15.195296257173231
2015-11-15,16.59189232201776
2015-11-16,15.813147668446883
2015-11-17,16.399408659468964
2015-11-18,17.52978637863715
2015-11-19,14.839122445203595
2015-11-20,20.79842836894813
2015-11-21,14.741669626650781
2015-11-22,14.46729976552276
2015-11-23,19.355754262591457
2015-11-24,18.768556686774605
2015-11-25,18.58097276449667
2015-11-26,18.738688283990545
2015-11-27,17.608488891394988
2015-11-28,15.991138125352132
2015-11-29,18.09155740100446
2015-11-30,16.741520503320274
2015-12-01,20.203530028314457
2015-12-02,18.11812973539595
2015-12-03,16.921667205257094
2015-12-04,18.091725607665502
2015-12-05,19.723569491147142
2015-12-06,17.934794968887736
2015-12-07,17.583623182743967
2015-12-08,19.882494530924088
2015-12-09,20.05329907978137
2015-12-10,18.718868220351006
2015-12-11,18.96116216699963
2015-12-12,20.538870878774137
2015-12-13,17.3511347000817
2015-12-14,17.605860204683992
2015-12-15,19.15828722868903
2015-12-16,20.343524121235255
2015-12-17,21.568282180034128
2015-12-18,24.073984773839605
2015-12-19,23.01610411636237
2015-12-20,21.159077941386954
2015-12-21,21.61970048576218
2015-12-22,19.832009828909605
2015-12-23,21.97988552137241
2015-12-24,21.61989500102707
2015-12-25,23.02335667168265
2015-12-26,20.904521138421
2015-12-27,23.77904504110788
2015-12-28,25.98745355798195
2015-12-29,22.886283030853743
2015-12-30,24.089207327970424
2015-12-31,24.84815442186387
2016-01-01,22.847559056228334
2016-01-02,24.280318525179172
2016-01-03,24.039400917791053
2016-01-04,24.39154886933019
2016-01-05,22.83200470031227
2016-01-06,24.608668335892347
2016-01-07,25.737013556965252
2016-01-08,27.824367664583605
2016-01-09,27.02132937330306
2016-01-10,29.58945312166593
2016-01-11,23.928236316038674
2016-01-12,27.3869083718738
2016-01-13,26.18772901016289
2016-01-14,30.378820996477
2016-01-15,24.56013108934919
2016-01-16,24.674089266800316
2016-01-17,25.330796284453005
2016-01-18,22.457032880186475
2016-01-19,25.82770220320136
2016-01-20,25.534431293816244
2016-01-21,27.526016568893557
2016-01-22,28.080273173318034
2016-01-23,31.31958710733851
2016-01-24,29.63748173880817
2016-01-25,26.751072580734927
2016-01-26,26.27510668342645
2016-01-27,29.221594268517325
2016-01-28,25.761827003362818
2016-01-29,32.228420240737215
2016-01-30,31.086218642600453
2016-01-31,27.94940419739036
2016-02-01,25.62044038033929
2016-02-02,31.911900821986322
2016-02-03,29.130972024877757
2016-02-04,31.989985755623117
2016-02-05,26.478162245322437
2016-02-06,28.619252688630453
2016-02-07,29.977754269044002
2016-02-08,30.20872988868074
2016-02-09,29.360336541450188
2016-02-10,31.650022873596765
2016-02-11,28.411054751584626
2016-02-12,30.4015872123802
2016-02-13,31.06502745175325
2016-02-14,31.98940534035417
2016-02-15,32.51781302669425
2016-02-16,28.977282039142008
2016-02-17,28.288212041487878
2016-02-18,34.03952387343687
2016-02-19,32.27434890092473
2016-02-20,30.236085011672515
2016-02-21,34.956452219884426
2016-02-22,32.20430777929347
2016-02-23,34.448050935695434
2016-02-24,32.33864784456698
2016-02-25,36.436886439837586
2016-02-26,35.93544721791055
2016-02-27,32.03377796669993
2016-02-28,34.579325958253484
2016-02-29,34.02892281444558
2016-03-01,35.57490269782273
2016-03-02,31.004716626135757
2016-03-03,34.40101997143931
2016-03-04,35.23752407313282
2016-03-05,29.692334491749257
2016-03-06,30.92979167119088
2016-03-07,29.30167377250616
2016-03-08,32.922466212964224
2016-03-09,34.97479738875827
2016-03-10,36.620130939984016
2016-03-11,33.8365618490688
2016-03-12,37.01579167056154
2016-03-13,31.06576095784164
2016-03-14,30.48380028424123
2016-03-15,33.84125286812582
2016-03-16,34.77942873660162
2016-03-17,34.00200988036036
2016-03-18,29.98575501843532
2016-03-19,33.992764472698624
2016-03-20,31.609544414046862
2016-03-21,35.60240980037617
2016-03-22,35.03793465971462
2016-03-23,32.463734851285146
2016-03-24,33.35159111620015
2016-03-25,32.29379505040142
2016-03-26,34.31682087439317
2016-03-27,36.37947460247426
2016-03-28,32.52179763841047
2016-03-29,35.52244724259133
2016-03-30,33.47198487565195
2016-03-31,32.96193935527422
2016-04-01,34.34584667745279
2016-04-02,32.49868194170863
2016-04-03,33.46816419617921
2016-04-04,32.18304137067264
2016-04-05,38.5086218744867
2016-04-06,34.647116121485155
2016-04-07,33.171602095021804
2016-04-08,34.99052831414259
2016-04-09,34.32648454055288
2016-04-10,34.09483670325696
2016-04-11,35.74781489972516
2016-04-12,36.01428093989444
2016-04-13,33.41513462123385
2016-04-14,33.29846902503433
2016-04-15,33.871078571987326
2016-04-16,29.785535500769477
2016-04-17,31.324323361244385
2016-04-18,37.05092670476201
2016-04-19,37.56674539330702
2016-04-20,33.73554372100896
2016-04-21,35.34072536001574
2016-04-22,34.76131377204139
2016-04-23,40.24500092729028
2016-04-24,36.272057044800086
2016-04-25,33.72000107763241
2016-04-26,32.00496541974131
2016-04-27,30.640665382731697
2016-04-28,34.19532017908354
2016-04-29,32.20787173572632
2016-04-30,30.80561462054001
2016-05-01,32.28391741860816
2016-05-02,31.338325273270325
2016-05-03,36.7975049676434
2016-05-04,35.10577008742954
2016-05-05,33.24330951155313
2016-05-06,36.13343026501915
2016-05-07,33.2401171297544
2016-05-08,31.27223106055292
2016-05-09,35.94807679236547
2016-05-10,33.884318638156465
2016-05-11,30.6343481050175
2016-05-12,32.2282087717382
2016-05-13,30.755431768550572
2016-05-14,29.63662064655729
2016-05-15,34.14793063592817
2016-05-16,36.00560241769988
2016-05-17,29.27870095343349
2016-05-18,33.088750742250916
2016-05-19,30.546448956526508
2016-05-20,30.75638787460595
2016-05-21,30.426775723613112
2016-05-22,29.762565593006002
2016-05-23,31.464671401848005
2016-05-24,29.58094576681121
2016-05-25,31.6571542838089
2016-05-26,30.88737630402646
2016-05-27,30.379826585310436
2016-05-28,28.910765300018564
2016-05-29,29.438861724269845
2016-05-30,31.96808293327085
2016-05-31,31.3224582854073
2016-06-01,28.22730764486065
2016-06-02,30.241391681945355
2016-06-03,31.40436932348221
2016-06-04,26.420256372841855
2016-06-05,30.701908228264827
2016-06-06,28.144755881803853
2016-06-07,30.46475692534253
